year,Subject code,forfatternavn
1866,"47,-149","Gröndal, Benedict."
1848,"58,-36","Bulwer, Edw. Lytton."
1629,"4,-44","Heldvad, Niels."
D 4 Oct 1678,"45,-162","Jacobæus, Matthias."
1786,"45,-83","Hwiid, Andr. Chr."
1699,"45,-139","Steenfelt, Jens Hansen."
1690,"45,-203","Janson, Niels Poulsen."
1866,"51,-94","Francke, G. C. Th."
1894,"53,-249","Dahl, Jonas."
1834,"53,-191","Bagger, Carl Christian."
1888,"53,-202","Bentsen, John."
1893,"53,-122","Ipsen, Alfred."
1872,"53,-223","Branth, Adolph."
1611,"7,-52","Palladius, Peder."
1848,"15,-169","Børresen, C. L."
1860,"47,-238","Müllen, L. M."
1834,"47,-210","Jensen, J."
1891,"47,-213","Rasmussen, P."
1837,"34:1,-362","Bojesen, Severin Adrian."
1863,"47,-248","Wulff, D. H."
1867,"47,-261","Berg, A."
1886,"47,-212","Bondesen, P. C. B."
1864,"38,-52","Roth, H."
1865,"38,-53","Becker, Abr."
1864,"38,-52","Schmidth, Niels Ax. Hoffmann."
1865,"38,-53",Vilhelm.
1848,"37,-328","Kall, J. C."
1849,"37,-418","Hansen, J."
1848,"37,-323","Molbech, Christian."
1851,"37,-438","Krogh, A."
1854,"37,-354","Sibbern, Frederik Christian."
1862,"37,-369","Rugaard, D. E."
1864,"37,-306","Barfod, Frederik."
1849,"37,-427","Salling, J. L. E."
1851,"37,-436","Bjerg, Rasmus C."
1842,"37,-271","Bredahl, Christ."
1851,"37,-414","Cohen, Asser Daniel."
1848,"37,-279","Mynster, J. P."
1857,"37,-361","Henrichsen, P."
1864,"38,-40","Allen, C. F."
1850,"37,-407","Rasmussen, M."
1853,"37,-414","Flamand, L. J."
1864,"37,-308","Birkedal-Barfod, H. P. G."
1858,"37,-362","Ripperda, F. von."
1853,"37,-351","Bang, O. L."
1865,"38,-56","Kauffmann, W."
1849,"37,-407","Rasmussen, M."
1891,"38,-55","Sørensen, Carl Th."
1746,"7,-201","Andreas, Jacob."
1785,"7,-68/70","Worm, Ole."
1765,"7,-6","Pontoppidan, Erich."
1881,"44,-25","Siegumfeldt, M."
1778,"7,-24","Porst, Joh."
1754,"8,-264","Rothe, Casp. Pet."
1888-92,"18,-53","Petersen, Julius."
1858,"18,-47","Petersen, N."
1835,"18,-86","Ræder, J. v."
1887,"18,-49","Jessen, Tycho Carl Wilh."
1881,"17,-197","Taine, H."
1859,"20,-31","Brewer, C. E."
1798,"30:1,-213","Reebmann, Geo. Fr."
1768,"30:2,-17","Pontoppidan, Hans."
1772,"41:2,-186","Werner, Matth."
1797-1802,"30:1,-60","Schröckh, Johann Matthias."
1760,"30:1,-58","Møllmann, Bernhard."
1771,"29,-9","Marcussen, Chr. Marqvard."
1784,"28,-195","Hallager, Morten."
1780,"30:2,-128","Holck, Hans."
1756,"30:2,-48","Rothe, Caspar Peter."
1757,"30:2,-145","Priebst, Chr. Mich."
1799,"30:2,-78","Haven, Karl von."
1778,"3,-416","Pontoppidan, Erik Ludvigsen."
1617,"44,-147","Jersin, Hans Jacobsen."
1799,"44,-44","Koefoed, P. C."
1817,"2,-261","Rønne, B. F."
1818,"33,-10","Wedel, Lago Matthias."
1821,"34:1,-73","Münter, Frederik."
1812,"34:1,-11","Seerup, Hans Jac."
1899,"35,-47","Klaussen, V."
1883,"5,-16","Ryle, J. C."
1883,"5,-170","Ryle, J. C."
1848,"2,-7","Marheineke, Philip."
1853,"14,-245","Nielsen, R."
1891,"30,2-258","Løventhal, Eduard."
1767,"6:1,-71","Bloch, Jørgen Carstens."
1893,"15,-274","Bredsdorff, Chr."
1818,"33,-141","Sørensen, N."
1801,"23,-161","Müller, Frantz Heinrich."
1878,"45,-147","Ponsaing, J. P. C. A."
1877,"22,-103","Rosenvinge, L. Kolderup."
1879,"16,-262","Scharling, William."
1893,"45,-111","Schepelern, G."
1884,"4,-95","Vit, Vincenzo De."
1834,"17,-361",Bentz.
1868,"17,-341","Jørgensen, S. A."
1886,"8,-325","Albrethsen, R."
1886,"39,-23","Danielsen, D. J."
1867,"34:4,-172","Kjær, H. H. C."
1843,"37,-273","Rasch, Frederik."
1888,"24,-86","Dalgas, E."
1879,"16,-247","Hoyer, Martinus."
1899,"8,-325","Gram, Herman."
1888,"34:3,-14","Hafstrøm, S. M."
1898,"58,-65","Dickens, Charles."
1825,"3,-235","Grundtvig, N. F. S."
1891,"52,-94","Kielland, Alexander L."
1874,"34:3,-7","Jørgensen, S."
1898,"2,-242c","Jørgensen, Johs."
1860,"1,-511","Kierkegaard, P. Chr."
1874,"2,-41","Ingerslev, A."
1836,"53,-335","Ingemann, B. S."
1867,"27,-350","Hoffmann, G."
1893,"57,-187",Kandarius.
sa,"6:1,-243","Kierkegaard, P. Chr."
1846-1847,"57,-374t","Strussenfelt, Ulrika Sofia von."
1864,"57,-191","Krag, Chr. D."
1861,"47,-138","Iversen, C."
1845-65,"52,-91 8°","Ingemann, Bernhard Severin."
1880,"43,-124","Krag, P."
1886,"20,-115","Juul, C."
1856,"42,-62","Lassen, F. S."
1841,"40:2,-199","Kier, Otto."
1898,"53,-223","Brandes, Georg."
1611,"5,-181","Skaaning, Hans Hansen."
1637,"5,-181","Skaaning, Hans Hansen."
1864,"3,-74","Birkedal, Vilhelm."
1897,"5,-16","Blauenfeldt, Henr. Louis."
1872,"33,-305","Nielsen, O."
1880,"57,-174","Jacobsen, J. P."
1818,"55,-46","Bruun, Chr."
1895,"32,-168","Blichfeldt, F. T. E."
1869,"6:1,-66","Birkedal, Vilhelm."
1831-38,"32,-42","Petersen, S. H."
1790,"55,-35","Biehl, C. D."
1886,"41:2,-164","Christensen, C."
1880,"33,-298","Nielsen, Fr."
sa,"40:1,-179","La Motte, C. F."
1899,"33,-165","Andersen, Edm."
1781,"59,-86","Pauli, Joh."
1854,"30:1,-65","Nösselt, Friedrich."
1897,"30:1,-69","Haase, Angelo."
1897-1911,"42,-116","Andræ, Poul."
1842,"30:1,-61","Kofod, H. A."
1889,"30:1,-68","Bricka, Georg St."
1844,"4,-213","Knudsen, C. W."
1845,"14,-87","Kierkegaard, Søren."
1856,"58,-46","Clive, Caroline Archer."
1865,"58,-33","Braddon, Mary Elizabeth."
1897,"58,-31","Black, William."
1844-45,"58,-32",Blessington
1857,"58,-25","Ainsworth, W. H."
1892,"58,-26","Alexander, Mrs."
1841,"58,-32",Blessington
1856,"58,-24","Aguilar, Grace."
1875,"58,-33","Braddon, M. E."
1810,"14,-464","Paludan, Johan."
1826,"18,-131","Raben, Niss Chr."
1808,"11,-180","Wendt, Joh. Chr. Wilh."
1632,"6:2,-18","Luther, Martin."
1859,"15,-90","Scharling, P. J. C."
1817,"6:2,-159","Secher, O. A."
1820,"14,-292","Brunsmand, Johan"
1887,"57,-400","Dahn, Felix."
1879,"57,-408","Franzos, Karl Emil."
1888,"57,-386","Baumbach, Rudolf."
1884,"57,-408","Franzos, Karl Emil."
1877,"57,-475","Dedenroth, E. H. v."
1890-1894,"21,-182","Winge, Herluf."
1803,"9,-157","Hagerup, Math."
1804,"6:1,-226","Jersin, Georg Burchard."
1827,"16,-194","Degerando, Joseph-Marie."
1821,"28,-45","Abrahamson, Jos. Nic. Benjam."
1817,"10,-153","Hallager, Christlieb Buch."
1887,"46,-134","Wittich, Karl."
1817,"15,-165","Hallager, Christlieb Buch."
1814,"17,-353","Lundbye, Henr. Vilh."
1817,"6:1,-11","Holst, P."
1802,"5,-349","Hudtwalcker, Christian Martin."
1801,"15,-22","Græffe, Jo. Fr. Chrph."
1818,"17,-51","Hansen, Fred."
1807,"10,-271","Herholdt, Jo. Dan."
1817,"15,-183","Lütken, Otto Diderik."
1823,"14,-168","Friis, Imm."
1852,"46,-157","Sørensen, Rasmus."
1889,"46,-145","Sundt, Mikael."
1801,"6:2,-9","Liebenberg, M. F."
1827,"6:2,-8","Leth, Alb."
1827,"12,-130","Heger, Jens Stephan."
1643,"35,-246","Vind, Oluf."
1893,"17,-385","Hvid, Sylvester."
1683,"19,-179","Wandel, Bagge."
1836,"34:2,-270","Smith, Daniel Peter."
1831,"34:2,-124","Ræder, Jac. Tode von."
1831,"33,-90","Qvistgaard, Jeppe Chr."
1836,"33,-249","Vedel Simonsen, Laur. Schebye."
1838,"34:1,-109","Sibbern, Fred. Chr."
1834,"34:2,-226","Møller, Chr. Ferd."
1836,"34:2,-270","Rørdam, Hans Chr."
1842-58,"35,-7","Molbech, Christian."
1873,"15,-261","Smith, Henr."
1860,"3,-124","Tryde, E."
1891,"42,-240","Thiset, And."
1884,"27,-352","Toussieng, W."
1862,"18,-338","Schou, Theod. Valent."
1858,"46,-170","Tryde, E."
1884,"52,-110","Therkildsen, Anders."
1865,"13,-216","Tryde, Chr."
1876-81,"1,-484",Theodoret.
1868,"20,-395","Thomsen, Jul."
1886,"2,-7","Tang, J. T. A."
1899,"2,-109","Trier, Sigurd."
1870,"4,-197","Fenger, Peter Andreas."
1885,"4,-197","Rørdam, P."
1889,"34:1,-402","Wad, Gustav Ludvig."
1880,"8,-342","Kaarup, Alb."
1865,"5,-289","Lautrup, J. H."
1893,"40:2,-501","Lauridsen, P."
1851,"52,-238","Langberg, C."
1878,"6:2,-1","Lang, Heinrich."
1896,"35,-47","Klaussen, V."
1882,"44,-184","Linderberg, Fernando."
1854,"5,-119","Larsen, Niels."
1821,"32,-42","Lange, S. L."
1861,"45,-14","Leth, Andreas Peter Martin."
1880,"35,-14","Tang Kristensen, Evald."
1753 ie 1761?,"8,-240","Rothe, Casper Peter."
1833,"30:1,-80","Langberg, C."
1863,"47,-301","Funch, M."
1861,"47,-326","Toepfer, Jul. Georg Theod."
1888,"47,-329","Hjort, L."
1855,"47,-296","Bruun, C. F."
1891,"47,-284","Sand, Fr."
1857,"40:2,-125","Grove, E. R."
1855,"34:1,-391","Nissen, L."
1862,"33,-313","Jacobsen, S. A."
1841,"57,-154","Hansen, Georg."
1880,"42,-234","Holst, H. P."
1816,"15,-166","Just, Anton Frantz."
1815,"15,-165","Just, Anton Frantz."
1845,"2,-5","Daugaard, Jacob Brøgger."
1884,"2,-5","Daugaard, J. B."
1875,"28,-144","Stenersen, L. B."
1882,"28,-138","Lange, Thor."
1897,"28,-144","Svedstrup, E. Alexander."
1898,30:2-148,"Buch-Frandsen, H."
1890,"47,-283","Klavsen, P."
1833,"23,-340","Rosen, Christiane."
1876,"47,-282","Simonsen, T. L."
1869,"43,-14","Skau, C."
1886,"42,-84","Thomle, E. A."
1847,"5,-199","Thornum, Niels Jensen Kristiansen."
1864,"34:2,-286","Theodorus, Johannes."
1880,"52,-110","Thortsen, Carl Adolph."
1886,"23,-320","Thaarup, Sørine."
1855,"4,-308","Sørensen, Peder."
1854,"30:1,-80","Thrige, S. B."
1867,"58,-300","le Prince, F."
1851,"58,-268","Féval, Paul."
1854,"58,-252","Dumas père, Alexander."
1876,"58,-315","Montépin, Xavier de."
1888,"58,-238",Chateaubriand.
1898,"58,-309","Maupassant, Guy de."
1850,"58,-251","Dumas père, Alexander."
1893,"58,-425","Aho, Juhani."
1892,"58,-297","Lalainy, Sofie de."
1841,"58,-249","Dumas père, Alexander."
1864,"58,-286","Hugo, Victor."
1883,"58,-277","Gaboriau, Emile."
1899,"58,-368","Valther, I. D."
1880,"58,-384","Cervantes Saavedra, Miguel de."
1882,"58,-237","Capendu, E."
1813,"43,-8","Sommer, Magn."
1807,"45,-175","Quillin, M. J."
1809,"37,-178","Munthe af Morgenstjerne, Casp. Wilh. von."
1873,"34:2,-31","Malmqvist, O."
1814,"53,-229","Bruun, Niels Thoroup."
1843,"32,-140","Visby, Carl Holger."
1801,"25,-24","Wolstein, Joh. Gottl."
1871,"44,-250","Wolff, A. A."
1824,"57,-533","Sommer, Hans Georg Krog."
1871,"52,-118","Zimmermann, Axel."
1846,"44,-168","Visby, Carl Holger."
1884,"35,-319","Bricka, C. F."
1866,"14,-457","Vosemose, H. C."
1879,Særtrykssamlingen,"Zeuthen, H. G."
1876,"34:4,-389","Winther, Georg."
1851,"47,-301","Wolle, E."
1890,"47,-248","Wulff, D. H."
1836,"34:4,-47","With, Jesp. Pt."
1894,"35,-326","Zahrtmann, M. K."
1877,"8,-340","Aagesen, A."
1881,"9,-111","Westrup, J. S."
1891,"9,-5","Goos, C."
1882,"16,-220","Mason, Alfred B."
1867,"8,-229","Allen, C. F."
1834,"8,-261","Høst, Joh. Nik."
1880,"9,-51","Deuntzer, J. H."
1883,"9,-92","Holm, Malling."
1837-1843,"9,-24","Bang, Peter Georg."
1872,"8,-305","Aagesen, A."
1888,"31,-211","Petersen-Studnitz, Aleksis."
1889,"16,-262","Ring, C. C."
1848-60,"8,-320","Hansen, J. A."
1874,"16,-220","Arntzen, Vilhelm."
1852,"58,-191","Boye, A. E."
1851,"58,-341","Sandeau, Jules."
1851,"58,-345","Soulié, Frédéric."
1851,"58,-314","Montépin, Xavier de."
1850,"58,-345","Soulié, Frédéric."
1876,"58,-325","Ponson du Terrail, Pierre Alexis de."
1851,"58,-314","Montépin, Xavier de."
1851,"58,-314","Montépin, Xavier de."
1839,"58,-337","Saintine, X. B."
1888,"10,-122","Gessmann, F."
1889,"14,-113","Høffding, Harald."
1874,"14,-261","Lavater, J. C."
1855,"14,-449","Mikkelsen, Mikkel."
1802,"27,-267","De La Coudraye, Franc. Celestin De Loynes."
1819,"25,-24","Just, Ant. Frantz."
1815,"18,-175","Jensen, Thom."
1816,"27,-295","Løwenørn, Paul de."
1811,"41:2,-180","Engelstoft, Laur."
Ca 1825,"18,-41","Schmidten, H. G."
1801,"30:2,-7",Aagaard.
1803-1804,"28,-96",Campe.
1821,"28,-163","Haafner, Jac."
1809,"30:1,-75","Hedegaard, Joh. Chr."
1822,"19,-32","Heger, Jens Stephan."
1804,"29,-27","Kjerulf, Jørgen."
1800,"27,-294","Løwenørn, P."
1809,"18,-225","Kramer, H."
1802,"23,-65","Köhne, Jo. Fr."
1844,"14,-69","Stilling, Peter Michael."
1820,"6:2,-159","Seerup, Henrich."
1803-04,"34:3,-242","Christiani, Christoph Johann Rudolph."
1869,"47,-180","Nørretranders, P. A."
1854,"47,-178","Broberg, Severin Carl Olfert Fischer."
1855,"47,-178","Jensen, J. P."
1867,"47,-179","Broby, Erik."
1841,"47,-174","Hanson, A. C."
1866,"41:2,-158","Axelson, M."
1870,"43,-29","Bang, V."
1871,"6:1,-53","Battersby, T. D. H."
1886,"47,-437","Baruël, E."
1894,"27,-239","Bauer, R. W."
1882,"34:4,-135","Bay, Axel."
1889,"56,-171","Barbier, Jules."
1843,"13,-97","Bang, Ol. Lundt."
1862,"52,-213","Heiberg, Johan Ludvig."
1845,"17,-11","Ørsted, H. C."
1738,"3,-416","Pontoppidan, Erik Ludvigsen."
1897,"32,-3","Holten-Nielsen, E."
1816,"9,-183","Ørsted, Anders Sandøe."
1771,"16,-71","Thura, Christian."
1882,"54,-194","Bürger, Gottfr. Aug."
1893,"47,-261","Boysen, A."
1886,"55,-52","Bøgh, Erik."
1830,"28,-147","Borsum, Jo. Fr. Jul."
1825,"47,-170","Bøgh, Matth. Frid. Georg."
1890,"47,-178","Bojesen, B."
1850,"6:1,-68","Blair, Hugh."
1866,"6:1,-114","Clausen, Johs."
1838,"4,-240","Brorson, Hans Adolph."
1845,"42,-57","Erichsen, Wigfus."
1862,"33,-153","Richardt, Fr."
1866,"56,-389","Verdi, G."
1891,"11,-52","Bergh, Rudolph."
1898,Særtrykssamlingen,"Bergh, R."
1882,"45,-267","Barfod, Imm."
1816,"53,-192","Baggesen, J."
1894,Særtrykssamlingen,"Kinch, Karl Frederik."
1888,Særtrykssamlingen,"Tang Kristensen, Evald."
1891,"15,-194","Jessen, H."
1890,"48,-111","Koch, Joh. B."
1870,"17,-377","la Cour, V."
1893,"6:1,-249","Koch, Hermann F. M."
1896,"2,-128","Schneller, Ludwig."
1775,"35,-15","Weber, Jens Jac."
1637,"1,-456","Nimtoft, Ove."
1776,"55,-43","Bredal, N. K."
1749,"36,-190","Bredenberg, Andreas."
1822,"31,-157","Bredsdorff, Jakob Hornemann."
1888,"4,-222","Lang, N. P."
1892,"57,-374d","Rydberg, Viktor."
1672,"33,-47","Kingo, Thomas."
1679,"46,-184","Rosenkrantz, Oluf."
1755,"4,-29","Bohnstedt, Dav. Sigism."
1876,"15,-50","Blackie, John Stuart."
1763,"44,-67","Snorrasen, Gunnlaugur."
1799,"15,-231","Friis, Immanuel."
1780,"43,-137","Geelmuyden, Gerh."
1771,"34:2,-277",Philalethes.
1786,"56,-139","Garrick, D."
1896,"23,-262","Bøgh, V."
1888,"57,-100","Etlar, Carit."
1897,"39,-40","Bruun, Daniel."
1777,"56,-232","Framery, Nicolas Etienne."
1894,"57,-209","Lund, O. H."
1807,"44,-108","Høst, Jens Kragh."
1885,"30:2,-307","Bille, C. St. A."
1865,"6:2,-227","Warburg, L. A."
1887,"38,-107","Boeck, Cph."
1771,"4,-105","Bilde, Sophie Anders Datter."
1868,"4,-60","Jensen, Hans."
1880,"25,-135","Jensen, H."
1876,"26,-134","Feddersen, Arthur."
1878,"48,-97","Flemmer, Eduard."
1898,"57,-404","Eckstein, Ernst."
1893,"57,-264","Schwartz, Athalia."
1890,"57,-403","Ebers, Georg."
1859,"57,-386","Beckstein, Ludv."
1795,"16,-42","Berger, Joh. Er."
1830,"25,-75","Viborg, Er."
1829,"16,-189","Neil, Adolphus."
1826,"11,-135","Herholdt, Joh. Dan."
1784,"14,-456","Wezel, J. K."
1801-1816,"15,-230","Dassel, Chr. Conr."
1819,"14,-266","Hallager, Mort."
1716,"14,-292","Scriver, Christian."
1793,"17,-361","Winding, H. L. S."
1817,"32,-48","Garlieb, Ph. Gottfr."
1791,"15,-229","Balling, Emanuel."
1821,"32,-201","Hammeleff, Hans Marinus."
1868,"32,-338","Brandes, L. I."
1769,"4,-116","Hvalsøe, Hans Jacobsen."
i dette Aar,"53,-348","Kingo, Thomas."
1729,"58,-456","D Arras, Jean."
1739,"4,-114","Hayward, John."
1681-94 ie 1704,"4,-120","Kingo, Thomas."
17--?,"4,-277","Kingo, Thomas."
1766,"37,-22","Jeger, Christian."
1637,"17,-111","Jespersen, Niels."
1766,"34:4,-295","Holck, Hans."
1707,"4,-277","Knudsøn, Torsten."
sa,"13,-81","Lange, Jo. Chr."
1680-81,"4,-275","Kingo, Thomas."
1771,"58,-456","D Arras, Jean."
1772,"16,-81","Klarup, Christian Findt."
1724,"4,-277","Kingo, Thomas."
1778,"55,-109","Holberg, Ludvig."
sa,"56,-60","Lessing, G. E."
1702,"5,-101","Hørning, Hans."
1886,"25,-120","Anacker, Herm."
1843,"25,-89","Libum, Jacob."
1836,"25,-75",Viborg$4hEric.
1892,"25,-156","Nathansen, Wulff."
1877,"25,-92","Møller, F."
1892,"34:4,-208","Duurloo, B. A."
1835,"25,-116","Schultz, J. F."
1869,"25,-118","Stockfleth, H. V."
1891,"25,-76","Dessau, Martin."
1890,"25,-64","Jensen, Torben."
1833,"25,-18","With, G. C."
1888,"25,-83","Pedersen-Bjergaard, J."
1888,"21,-190","Gram, Carl."
1836,"25,-75","Viborg, Eric."
1898,"34:1,-124","Matzen, Henning."
1887,"55,-32","Benzon, Otto."
1841,"12,-318","Bendz, Jac. Chr."
1673,"4,-70","Debes, Lucas Jacobsøn."
1878,"6:1,-105","Calthrop, Gordon."
1898,"32,-234","Christensen, C. H."
1875,"1,-63","Christensen, Mart. Carl Vilh."
1877,"6:1,-108","Christensen, Casp."
1839,"28,-87","Burnes, Alexander."
1894,"19,-61","Clausen, Carl Theod. Em."
1860,"5,-374","Bundgaard, J."
1852,"37,-470","Hjort, J. M. L."
1895,"6:1,-21","Barsøe, P."
1894,"57,-373al","Lagerlöf, Selma."
1804,"54,-115","Bumann, L."
1864,"45,-120","Krebs, Hans Peter Thostrup."
1878,"5,-114","Krummacher, F. W."
1882,"57,-189","Kielland, Alexander L."
1885,"47,-328","Kaper, J."
1899,"15,-175","Nielsen, Ingeborg."
1873,"47,-326","Toepfer, J."
1813,"3,-445","Holm, Andr. Krag."
1895,"16,-149","Jensen, Karl Fred."
1874,"59,-151","Jensen, R."
1798,"14,-359","Salzmann, Chr. Gotth."
1795,"14,-438","Jardine, Alexander."
1796,"15,-180","Colban, Erik Andreas."
1839-1844,"39,-132","Petersen, N. M."
1847,"39,-137","Fridriksson, H."
1860,"26,-36","Jensen, F. J. Chr."
1882,"41:1,-214","Barth, J. B."
1886,"26,-48","Rasmussen Søkilde, N."
1881,"26,-59","Thomsen, Carl."
1897,"26,-37","Mariboe, Carl."
1896,"26,-60","Kiellerup, Anna."
1893,"26,-139","Feddersen, Arthur."
1890,"26,-48","Mariboe, Carl."
1846,"26,-9",Riegels.
1888,"26,-48","Göschke, Franz."
1873,"38,-86","Melkjær, N. S."
1866,"38,-72","Sibbern, Frederik Christian."
1847-1908,"10,-94","Brünniche, A."
1873,"38,-86","Juel, C."
1882,"10,-346","Hannover, Adolph."
1863,"10,-136","Fibiger, C."
1870,"38,-81","Olsen, J."
1898,"10,-61","Hansen, Søren."
187-?,"38,-85",Crassus.
1875,"38,-90","Grundtvig, F. L."
1875,"10,-171","Fiedler, A."
1897,"10,-168","Fenger, A."
1865,"10,-325","Hannover, Adolph."
1868,"38,-77","Raasløff, H. I. A."
1865,"38,-68","Müller, H. C. D."
1893-1895,"44,-47","Heilmann, Gerhard."
1892,"44,-52","Helms, Rudolf."
1887,"42,-66","Bang, Vilhelm."
1833,"54,-64","Tullin, Christian Brauman."
1862,"4,-311","Thurah, C. H."
1897,"54,-83","Wilster, Christian."
1846-47,"57,-218","Meyer, Louise."
1832,"54,-40","Storm, Edvard."
1867,"60,-104","Fedder, Carl B."
1892,"60,-119","James, D."
NA,"60,-116","Jacobson, Otto."
1860,"15,-170","Rovsing, Kristian."
1863,"15,-255","Willerup, C."
1880,"15,-173","Rosing, Hedevig."
1852,"15,-189","Sander, Theodor."
1892,"57,-481","Rosenthal-Bonin, H."
1873,"57,-496","Spielhagen, Fr."
1872,"15,-172","Nielsen, H. J."
1891,"15,-273","Petersen, J. C."
1893,"15,-93","Petersen, Niels."
1892,"57,-490","Schubin, Ossip."
1875,"15,-263",Onkel Peter.
1889,"15,-146","Wildau, E. T."
1889,"18,-318","Pagh-Knudsen, Knud."
1865,"23,-76","Kaarup, Alb."
1650,"7,-124","Brochmand, Jesper Rasmussen."
1831-1832,"57,-11","Jørgensen, Seier."
1798-99,"57,-463","Müller, Joh. Gottwerth."
1782,"46,-79","Ramus, Jac."
1852,"37,-442","Bjerregaard, H."
1860,"37,-455","Vedel, P."
1864,"38,-38","Harbou, Johannes."
1894,"57,-303","Wied, Gustav."
1886,"18,-287","Bojesen, B."
1879,"18,-68","Bauer, R. W."
1899,"18,-330","Janniche, Heinr."
1860,"18,-101","Steen, Adolph."
1765,"43,-50","Descampeaux, Nicolas Jacques André Yanssens."
i dette Aar  1800,"59,-41","Diabolusky, Harald."
1757,"30:2,-115","Flournois, Gédéon."
1889,"23,-53","Thorsøe, Frederik."
1812,"54,-96","Zetlitz, Jens."
1839,"43,-151","Lengnick, Johan Carl Louis."
1878-79,"44,-19","Hansen, A."
1896,"44,-41","Bergsøe, Clara."
1859,"58,-185","Yonge, Charlotte M."
1856,"58,-181","Wetherell, Elisabeth."
1896,"58,-352","Sue, Eugène."
1859,"58,-314","Molènes, Paul de."
1864,"58,-335","Saint-Felix, Jules de."
1895,"57,-374d","Rydberg, Viktor."
1866,"45,-207","Rørdam, Holger Fr."
1889,"45,-95","Nielsen, Albert."
1896,"45,-96","Nielsen, Anton."
1890,"45,-212","Møller, O."
1867,"45,-187","Leth, Albert."
1883,"30:2,-49","Lonsdale, Margaret."
1879,"45,-206","Rau, Carl Fr."
1856,"30:2,-128","Cayla, J. M."
1894,"45,-142","Pedersen, H. A."
1856,"45,-211","Refsbøll, Christen Nielsen."
1897,"29,-80","Fausbøll, V."
1866,"29,-76","Møller, F. J."
1858,"35,-13","Rasmussen, Mads."
1879,"29,-80","Brandes, Edvard."
1890,"35,-14","Tang Kristensen, Evald."
1851,"4,-215","Grundtvig, N. F. S."
1854,"3,-154","Hjort, Jens Matth. Lind."
1741,"60,-12","Gyllenborg, Olof."
1896,"34:2,-196","Lind, H. D."
1893,"35,-157","Larsen, Axel."
1872,"27,-351","Larssen, Otto."
1863,"44,-161","Karup, W. I."
1858,"44,-167","Ørum, J. C. M."
1892,"44,-168","Høffding, Harald."
1893,"44,-132","Johansen, Lauritz."
1855,"3,-321","Bloch, Jørgen Victor."
1897,"44,-151","Monrad, J. H."
1855,"3,-321","Holten, Nicolai."
1892,"12,-257","Gædeken, C. G."
1895,"32,-37","Sørensen, Marius."
1661,"19,-179","Walgensten, Thomas Rasmussen."
1866,"46,-4","Rørdam, Holger Frederik."
1867,"53,-400","Nyrop, Camillus."
1883,"45,-257","Barfod, Immanuel."
1896,"53,-390","Møller, Poul."
1898,"45,-272","Pontoppidan, Morten."
1654,"42,-112","Mahler, Peder Mogenssøn."
1790,"41:1,-237","Bradt, Dav. Eberh."
1657,"41:2,-56","Bjelke, Jørgen."
1795,"42,-140","Thaarup, Frederik."
1781,"42,-132","Praëm, Key."
1755,"41:1,-210","Erichsen, Joh. Gotfr."
1670,"42,-116","Tønder, Oluf Christoffersen."
1769,"41:2,-33","Schøning, Gerh."
1821,"47,-335","Grønberg, Bent Christen."
1831,"47,-335","Grønberg, B. C."
1855,"34:1,-42","Holm, C. F."
1840,"37,-225","Andersen, H. C."
1875,"39,-23","Høst, H. E."
1858,"35,-60","Flamand, L. J."
1897,"35,-57","Erslev, Anna."
1864,"35,-67","Selmer, H. P."
1896,"33,-102","Poulsen, L. P."
1890,"35,-46","Tang, J. T. A."
1873,"35,-46","Erslev, J."
1840,"35,-131","Thaarup, Fr."
1869,"35,-44","Rasmussen, M."
1857,"35,-60","Petersen, Chr."
1865,"47,-145","Lyngby, K. J."
1852,"14,-277",Le Normand.
1897,"1,-191","Carstensen, N. F."
1891,"52,-104","Rosenørn-Bülow, Helmer."
1893,"57,-186","Jørgensen, Johannes."
1869,"57,-186","Jørgensen, Martin."
1892,"57,-189","Kjerulf, Charles ."
1893,"57,-175","Jensen, Morten."
1638,"4,-369","Förtsch, Basilius."
1814,"4,-189","Kingo, Thomas."
1881,"31,-137","Lorange, A."
1842,"56,-132","Koester, Herm."
1877,"15,-223","Karstens, G. K."
1850,"22,-102","Liebmann, Fred. Mich."
1875,"57,-336","Levetzow, Cornelia."
1884,"34:4,-232","Thalbitzer, V. A."
1881,"25,-53","Fjord, N. J."
1863,"25,-59","Duncan, H."
1872,"14,-370","Stowe, Harriet Beecher."
1893,"14,-459","From, Ludviga."
1895,"14,-226","Eriksen, Richard."
1886,"14,-225","Lotze, Hermann."
